ProteinName	log2(A,B)	AveExpr	t	P.Value	q	B
Q96JJ7_HUMAN	-0.160617278575336	7.17063230223245	2.43465026870099	0.055540164867051	0.102739827160211	-6.60458308795259
Q969Z0_HUMAN	0.1605481140268	7.22786372195856	-2.43409715521081	0.055579592003146	0.102754311082565	-6.60534266819186
Q9GZT4_HUMAN	-0.183733427221832	6.38153708272025	2.42788478757831	0.05602448716675	0.103517972878563	-6.61387456093081
P26006_HUMAN	0.101602632564671	9.0422048228621	-2.42470316382057	0.056253811920558	0.103872517631121	-6.61824450624912
Q86UK7_HUMAN	-0.28029879427621	7.154776203362	2.42433724462049	0.056280250942815	0.103872517631121	-6.61874711110582
P34949_HUMAN	-0.395699055174337	4.54631644293501	2.4209482396852	0.056525751860812	0.104266446427318	-6.62340220575609
P38736_YEAST	-0.176745757519579	3.63866069409897	2.41845846163937	0.056706842274641	0.104541185417875	-6.62682231308515
P51857_HUMAN	0.049516109657413	11.5489193339979	-2.41160428206158	0.057208583655533	0.105406410225378	-6.63623837688076
Q96TA1_HUMAN	0.058869036089481	9.65393419134822	-2.39885214410563	0.058154739310475	0.107089021652132	-6.65375961495065
P15586_HUMAN	0.076006148227725	8.14821684101606	-2.39611279050311	0.058360160903507	0.10740647609406	-6.65752387265607
Q13155_HUMAN	0.074141988420152	9.14145383372247	-2.3934221241823	0.058562685910918	0.107718243542027	-6.66122136459561
Q92626_HUMAN	0.256914954381464	6.51515629747755	-2.38751177543049	0.059010193438079	0.108480016427717	-6.66934377399661
O14949_HUMAN	0.054706853746733	9.23549054412659	-2.38057084381105	0.059540396117061	0.109358995080208	-6.67888322753711
O94906_HUMAN	0.134494337864714	7.56435273731014	-2.38037290582966	0.059555590494172	0.109358995080208	-6.67915527995099
Q9GZY8_HUMAN	-0.102892921139141	8.27082451258034	2.37781169154738	0.059752571185273	0.109658781881776	-6.6826755491543
P28331_HUMAN	0.046121036961344	8.94322457387265	-2.37170289326256	0.060225203184091	0.110463824452715	-6.69107218380544
Q9BYD1_HUMAN	0.115341112535597	7.84291198796554	-2.36846389698533	0.06047741642358	0.110863899779866	-6.69552443400057
P39726_YEAST	-0.476449291760535	6.87204662674694	2.36628236071033	0.060647921833966	0.111113826368482	-6.69852319707148
Q16543_HUMAN	0.055712945569695	9.32363103905237	-2.36282148458725	0.060919469959991	0.111548488913226	-6.70328066831625
O43847_HUMAN	0.086778535524698	6.7880893747604	-2.35368120788509	0.061642881286776	0.112695236776011	-6.71584589481506
P15559_HUMAN	0.051411086802144	11.1600155299789	-2.3535955908702	0.061649700561047	0.112695236776011	-6.71596359708445
Q9BWJ5_HUMAN	0.296809068647494	6.44032468967606	-2.35255384369907	0.061732738602332	0.112783632547631	-6.71739574745373
P00156_HUMAN	0.151516470400788	7.26861634213148	-2.30965975656662	0.076346854703963	0.135969316263575	-6.71980616189528
Q15046_HUMAN	0.056594411782488	9.68455639879071	-2.34876738041971	0.06203556294513	0.11327324575944	-6.72260129366109
P00803_ECOLI	0.729094844205503	4.43375165701382	-2.16401219885557	0.108961516831215	0.184901742015565	-6.72396414897113
Q14008_HUMAN	0.063700361816235	8.92846118587436	-2.34647803799077	0.06221942066853	0.113518563637486	-6.72574868424108
Q9UI10_HUMAN	-0.148316798026137	7.09312023916856	2.34622560509862	0.062239729079225	0.113518563637486	-6.72609573155165
Q8WWV3_HUMAN	0.29545539751002	5.88825661623698	-2.2996508641173	0.077237937190881	0.137480991650106	-6.73260616067175
Q14764_HUMAN	-0.138548915288919	8.13988546885981	2.3379515099881	0.062909303978472	0.114675480122193	-6.73747126130673
Q9BSJ8_HUMAN	-0.048306179707264	8.6858239990517	2.32753811842994	0.063762901394212	0.116166361531639	-6.75178842694692
O75153_HUMAN	-0.075707165987895	7.11725834311817	2.32501243420602	0.063971783230205	0.116481656811101	-6.75526098714631
P80723_HUMAN	0.084281245508292	11.9829920513493	-2.32046011981945	0.064350110990392	0.117104958556661	-6.76151998132242
P56182_HUMAN	0.357350743776133	5.34248364866681	-2.26653393943092	0.080269027552719	0.141712745711967	-6.77499444999052
Q9H1E3_HUMAN	0.071820314094754	9.60483043391125	-2.31027569845829	0.06520513104025	0.118594567194012	-6.77552257566171
Q9NP79_HUMAN	-0.093048408098056	8.54450998001155	2.30829269196943	0.065373009299382	0.11883344116355	-6.77824899973392
Q15435_HUMAN	0.18028482125163	6.78837282821241	-2.30554316074032	0.065606539182577	0.119191321464659	-6.78202929611042
P36542_HUMAN	0.046999039596914	10.0718063900846	-2.30391231305701	0.065745472120755	0.119377038155609	-6.78427151645466
Q9UPY5_HUMAN	0.393441082998157	5.36071768993061	-2.30091363725675	0.066001745873828	0.119761161132194	-6.7883943091433
Q9UJX3_HUMAN	0.092917065596927	5.90364647302748	-2.30057588672305	0.066030677094103	0.119761161132194	-6.78885867010773
P35232_HUMAN	0.04691955867035	11.1481917812202	-2.29629677163007	0.066398385939	0.120360953775713	-6.79474182022724
Q9Y376_HUMAN	0.098742693798792	8.61330905807159	-2.29526964203305	0.06648697077878	0.120454389399773	-6.79615395628391
O43684_HUMAN	0.060908110058705	9.98146413043427	-2.29195291784438	0.066773877735243	0.120906820932634	-6.80071386678395
Q9UHL4_HUMAN	0.135078045850984	6.56598481240656	-2.28869759775644	0.067056748465439	0.121351444635286	-6.80518928267967
Q16186_HUMAN	0.105090703894158	8.97669643209516	-2.2842888098021	0.067441874173568	0.121980519917933	-6.81125035229197
Q2TAA2_HUMAN	0.285469216293541	7.87489147206838	-2.28379926596164	0.067484782044382	0.121990278603853	-6.81192335208176
P45877_HUMAN	0.117249859509213	7.20005633191961	-2.28106340224063	0.067725109413484	0.122356697673695	-6.81568443601352
O15027_HUMAN	0.096781337284328	6.96800787527393	-2.27858257838702	0.06794381627422	0.12268367047405	-6.81909484412787
Q8WXX5_HUMAN	0.142483061425841	7.90707191520645	-2.27703142948172	0.06808094353619	0.122863056814478	-6.82122718796889
P50454_HUMAN	0.051056871413142	10.8817921463986	-2.27650059632466	0.068127938353375	0.122879675832044	-6.82195691125315
Q9HAV4_HUMAN	0.07840636783211	6.3568655425766	-2.27502106821422	0.068259102608759	0.123048005367896	-6.82399076547396
Q13630_HUMAN	0.076629653772534	8.21341075612341	-2.27347545791565	0.068396410525316	0.12322721719021	-6.82611543353639
P0A6W9_ECOLI	1.09655652611171	4.69716518803434	-2.07549581368174	0.119270372582645	0.199725670256829	-6.82826675455779
Q9UPQ0_HUMAN	-0.07673131581767	9.69619897640445	2.26422248972932	0.069224550542417	0.124650187355449	-6.83883436360189
Q9UNM6_HUMAN	0.069081249955394	8.67631423595248	-2.2633610373443	0.069302187938971	0.124720927048995	-6.84001843770867
O75208_HUMAN	0.225389453255553	6.8836815587928	-2.2564417985518	0.069929123027206	0.125779595179465	-6.84952858317773
P15927_HUMAN	0.18427547077683	8.42475788409972	-2.2554455362276	0.070019884072632	0.12587322443571	-6.85089783222466
P20674_HUMAN	0.085635587194361	9.740535930341	-2.25465964820753	0.070091567451973	0.125932473676141	-6.85197793394368
P53384_HUMAN	-0.172199857653854	4.50932483396703	2.25260765837231	0.070279101582706	0.126199689865798	-6.85479807913603
P62330_HUMAN	0.098037529636439	8.26445770208227	-2.23230170923735	0.07216368840263	0.129512314947767	-6.88270108951207
Q86UV5_HUMAN	-0.208291987619721	6.73737443318853	2.22995074611627	0.072385297177828	0.129838381920737	-6.88593103983445
O00401_HUMAN	-0.475812441573169	3.26678024779427	2.22867432567059	0.072505916600123	0.129962857568886	-6.88768463779011
O00303_HUMAN	0.0490662428469	9.59887541946796	-2.22837090238223	0.072534620691122	0.129962857568886	-6.88810148711996
Q9NPJ3_HUMAN	0.080667463245371	9.34241649457727	-2.22645426424913	0.072716213070265	0.130216478471642	-6.89073455259114
O60884_HUMAN	0.062925949616063	7.2205348433055	-2.22267319399926	0.07307585704021	0.130788490420892	-6.89592869109771
P42765_HUMAN	-0.046701698321572	9.71734164519898	2.2123704004679	0.074065362793703	0.132486556548471	-6.91007991803608
O15382_HUMAN	0.11248772183689	7.67128464491473	-2.21102364186091	0.074195747003339	0.132646822020262	-6.91192951342394
O14980_HUMAN	0.047503588542593	9.76561151025931	-2.20698834552718	0.074587864883911	0.133274580550812	-6.91747113700034
P19525_HUMAN	-0.077066098801734	7.85988261979856	2.20367014783883	0.074911933306214	0.133780124718181	-6.92202760336648
Q13541_HUMAN	0.120320517496557	6.49579195602174	-2.20250911782488	0.075025673396379	0.133909709047764	-6.92362181888696
Q92905_HUMAN	0.079615866304462	6.99888059111811	-2.19611153806484	0.075655674704115	0.134960095522646	-6.93240557629172
P47119_YEAST	-0.836398265198201	7.31071750174258	2.19480825370806	0.07578469561885	0.135116134952029	-6.93419479337702
P60059_HUMAN	-0.130124374495153	9.08856329292436	2.19283596427458	0.07598038551907	0.13539080203179	-6.93690234447172
P0A9R7_ECOLI	0.77535439381249	5.72204704843417	-2.1302491320479	0.094190847092804	0.162843505978628	-6.94985986884195
P38217_YEAST	-0.697368956503258	5.10128475942848	2.178471008553	0.077421770107429	0.137732820781925	-6.95661825053272
O15226_HUMAN	0.266386435468982	5.90336744960251	-2.17717188926067	0.077553531172889	0.137891789707072	-6.95840090571649
P61604_HUMAN	0.047906011154359	13.6763899771263	-2.17467594876054	0.077807338153956	0.138232821877133	-6.96182565376183
P55884_HUMAN	0.065807307807168	9.88521619371182	-2.17445007627085	0.077830349587033	0.138232821877133	-6.9621355671995
Q9UQ13_HUMAN	0.227240720594446	6.95781906786564	-2.17351302751938	0.077925890441977	0.138326962727789	-6.96342124392357
P19338_HUMAN	0.041060741033364	12.1064436429351	-2.17253948858221	0.078025282036851	0.138427832615298	-6.96475694900056
P05204_HUMAN	0.152852834620212	9.38386133397064	-2.17208340765898	0.078071890444021	0.138434998758974	-6.96538268316247
Q6Y7W6_HUMAN	0.692690803048396	3.35886116565335	-2.17100647129159	0.078182061947923	0.138554804062478	-6.96686018481502
O76031_HUMAN	0.146721171124703	7.54660539518253	-2.16142662105563	0.079169287674297	0.140187105797147	-6.98000108202851
Q96HC4_HUMAN	0.045030134957413	8.01150335120831	-2.16123339622315	0.079189333748266	0.140187105797147	-6.98026609174762
Q6UXV4_HUMAN	-0.170808684541779	7.03645756992956	2.15823676902287	0.07950089946107	0.140662091973557	-6.98437578018398
Q8WUM4_HUMAN	0.042418141216691	8.96245052345037	-2.15670315945375	0.079660848265758	0.140868449461797	-6.98647887292425
Q9BSC4_HUMAN	-0.106207890555848	6.30289386119238	2.15437552536607	0.079904254169329	0.141222083999271	-6.98967063218106
Q96CV9_HUMAN	-0.081450462557789	5.26149693899823	2.15013552826594	0.080349642087297	0.141778098788872	-6.99548405795255
P62888_HUMAN	0.045360748959775	11.9592652182058	-2.14925576066447	0.080442381629159	0.14186476413125	-6.99669019267858
P62081_HUMAN	0.041382901430731	11.5518119821649	-2.14644265806352	0.080739673101665	0.142311879093015	-7.00054661878081
Q6P5W5_HUMAN	-0.182104139338747	8.12011571032231	2.08813913662985	0.099009127673726	0.170286339521594	-7.0039626291208
P25788_HUMAN	0.056992102975883	9.71618530984797	-2.14278935784404	0.081127473106716	0.142917953706956	-7.00555427202176
Q9P287_HUMAN	0.047867467340953	7.9370926895581	-2.13509100196277	0.081951044743372	0.144290632109067	-7.01610434348535
P08758_HUMAN	0.048294452542152	12.1311071722445	-2.1306833357879	0.082426504741237	0.145049238862825	-7.0221433475175
Q5SRE5_HUMAN	0.107891273515644	6.52008510806955	-2.12900338331354	0.08260848040867	0.145290848182257	-7.02444479728822
Q13418_HUMAN	0.06829152379529	9.02538047492925	-2.12504754578486	0.083038642489733	0.145968467771141	-7.02986348006577
Q9UKM9_HUMAN	0.04600049068624	9.88693179948725	-2.12237018855487	0.083331107005887	0.146403435971444	-7.03353041085805
Q92522_HUMAN	-0.077941861547739	9.49017392719733	2.12085680789931	0.083496898229976	0.146615503803392	-7.03560296924409
P05020_ECOLI	0.366086684745667	6.43092316508342	-2.11433257198236	0.084215577406685	0.147797656625223	-7.04453631745906
Q9HCN8_HUMAN	-0.117497777739699	7.48024781002223	2.11318359554346	0.084342809630812	0.147885696105182	-7.04610929984489
Q15121_HUMAN	0.986185025989049	6.09368275206631	-2.11291718286681	0.084372339513645	0.147885696105182	-7.04647401530105
Q8IVT2_HUMAN	-0.119566218365851	7.07286968111457	2.11264817035031	0.084402168502834	0.147885696105182	-7.04684228557471
Q15056_HUMAN	0.047555698722439	8.92551806482461	-2.10721180353673	0.085007331240599	0.148865827245249	-7.05428357044158
Q2TAL8_HUMAN	0.273248158830465	4.45229106508321	-2.10448997747001	0.08531201437024	0.149318983171163	-7.05800851390335
Q9NXR7_HUMAN	-0.15142982829183	5.89256419612935	2.102832227761	0.085498141062498	0.149564257522993	-7.06027699227385
P53396_HUMAN	0.042887266546567	11.3419653329395	-2.10239345742661	0.08554747548042	0.149570102291572	-7.06087738009198
P28838_HUMAN	0.045357670975614	8.61562726417812	-2.10068223599817	0.085740164980024	0.149826446273529	-7.06321879874817
Q12996_HUMAN	0.225227147532705	8.10921979846838	-2.09782832609637	0.086062530780019	0.150308995755437	-7.0671233086762
O95352_HUMAN	-0.355580681181311	4.83233543159959	2.09615360964257	0.086252286778962	0.150559547292101	-7.06941428623659
Q5VT52_HUMAN	0.288603869857226	6.15717908572505	-2.09429054268897	0.086463895653112	0.150847955291803	-7.07196270681493
Q96CS3_HUMAN	-0.089869926661768	7.96462241448479	2.08598789858781	0.087413502764755	0.152422901335648	-7.0833167578683
P62269_HUMAN	0.044639780533041	11.7806406858139	-2.07982506047621	0.088125377056416	0.153581846831439	-7.09174150543416
O43760_HUMAN	-0.115756145681177	4.6180916775597	2.07601401550908	0.088568604885106	0.154271613865219	-7.09694994639932
P78344_HUMAN	0.051051636097215	8.29412716094632	-2.07067646740612	0.089193260514644	0.155276489932346	-7.10424283770809
Q9UNQ2_HUMAN	-0.191237874444718	7.25945226527254	2.07007173841967	0.089264320013339	0.155317051194959	-7.10506896881268
Q9BV38_HUMAN	0.200249265732442	8.21507178530499	-2.06965453655259	0.089313378124881	0.155319307840702	-7.10563889985911
O14562_HUMAN	-0.262468592781362	6.41631766591426	2.06683004883725	0.089646241775209	0.155814846741304	-7.10949703199502
P61927_HUMAN	0.183793788193582	7.64811742924213	-2.06362071442919	0.090026021522482	0.156374799193961	-7.11388011490357
Q9Y3T9_HUMAN	0.065325651009214	7.3498983135975	-2.06329570041828	0.090064575304517	0.156374799193961	-7.11432395220082
O75937_HUMAN	-0.075893746797293	9.35223938009805	2.06063134355266	0.09038127248036	0.156840927484594	-7.11796207528484
P36404_HUMAN	0.22811279737518	6.39243147405852	-2.05776913803261	0.090722773229054	0.157311429252642	-7.12186974022687
Q9UHB9_HUMAN	0.063664327251336	8.50513866512599	-2.05754851816518	0.090749151684488	0.157311429252642	-7.12217091776802
O60220_HUMAN	-0.203682383858963	8.54729116723507	2.054192520032	0.091151393577978	0.157924524195836	-7.12675185697156
Q9NRW7_HUMAN	0.093856682483245	6.15375155917498	-2.04879592364658	0.091802093599965	0.158967203613997	-7.13411631486848
Q99735_HUMAN	-0.0586809489277	9.22494514103669	2.04387119075285	0.092400095145974	0.159917567543751	-7.1408347602845
P47914_HUMAN	-0.07018077244755	10.4001245326386	2.04301411823973	0.092504579089087	0.160013239998782	-7.14200379381094
Q9P2X0_HUMAN	0.090020576771177	8.01904494256064	-2.02371722669054	0.094889644817701	0.163964465965549	-7.16830766135552
Q9H845_HUMAN	0.0826717788075	8.18323817176045	-2.02209676815346	0.095092801056304	0.164228246965003	-7.17051502350054
P49005_HUMAN	0.1026024194428	8.01324031864168	-2.01522258098683	0.095959619254451	0.165637304572969	-7.1798762324957
P63172_HUMAN	-0.308077474203394	4.43154438394003	2.006029067988	0.097131654596659	0.167571427452697	-7.19238889779597
Q14157_HUMAN	0.048290636939836	8.15933004264225	-2.00395146986056	0.097398555211807	0.167942789792574	-7.19521544231511
Q9Y3D9_HUMAN	0.137970760453259	8.38525925776088	-2.00053483581793	0.097839120371759	0.168613046872792	-7.19986280194351
Q15393_HUMAN	0.044293285744788	10.5983982149742	-1.99521409760901	0.098529304760154	0.169712552478824	-7.20709783099917
Q99848_HUMAN	0.064033521684994	9.41562421895504	-1.9934912308246	0.09875386052854	0.170009292979783	-7.20943993501241
Q9BW92_HUMAN	0.252597441436248	7.58433753647465	-1.99145822660973	0.099019516616032	0.170286339521594	-7.2122032559155
Q96ER9_HUMAN	0.179979592420017	6.37101626735186	-1.98482883735481	0.099890908035147	0.171694097743286	-7.22121114475261
P40319_YEAST	-0.871240477352209	6.05796487587191	1.98394304154955	0.100007936012432	0.171717520127071	-7.22241439813268
Q9BV86_HUMAN	0.072973029576357	9.02407207862725	-1.98392635134557	0.100010142411031	0.171717520127071	-7.22243706908901
Q86SX6_HUMAN	-0.046267579515781	7.21533863227186	1.98155675636263	0.100323904627223	0.17216534978772	-7.2256554820407
Q7KZF4_HUMAN	0.042518073070385	10.576897746401	-1.98016177769494	0.10050908906475	0.172392171750299	-7.2275498787992
Q9BUQ8_HUMAN	0.081122076009901	9.47310041828709	-1.97365616700246	0.101377362111722	0.173789763620094	-7.23638179365071
Q8IZ52_HUMAN	0.06677211850813	10.0207815933656	-1.96923463813683	0.101971875223965	0.174716827306815	-7.24238174235221
P04062_HUMAN	0.117743117553766	7.49698741179088	-1.96523754465998	0.102512398110371	0.175550457427555	-7.2478038609104
Q8IX01_HUMAN	0.125021263396202	5.94682215939097	-1.96271406612641	0.102855158066372	0.176044723174653	-7.25122606838864
P61353_HUMAN	0.049017807156309	11.9350614024006	-1.96105517075278	0.103081123084893	0.176338670316713	-7.25347537837659
P25336_YEAST	-0.42047587528332	4.18211868452699	1.96013202823943	0.103207088495258	0.176461331118075	-7.25472693820688
Q99497_HUMAN	0.040212713042369	11.5178159212987	-1.95366658733822	0.104093749105901	0.177883800363842	-7.26348975627169
Q14847_HUMAN	-0.047792274999573	9.80070509653463	1.95252667125638	0.104250882840076	0.178058755775173	-7.26503421347738
O60613_HUMAN	0.213862499750425	4.8647365136251	-1.95209089012707	0.104311018022211	0.178067942576498	-7.26562460700944
Q02878_HUMAN	0.040820515515332	11.7184677449785	-1.94660645782308	0.105070880023375	0.179270987322148	-7.2730529488375
Q5VWZ2_HUMAN	0.184770714489563	6.23246550026238	-1.94031995023916	0.105948840154787	0.180674162655148	-7.28156319040051
Q9H2U2_HUMAN	0.073426314546923	8.97144974862378	-1.93886905026592	0.106152533273526	0.180926644761797	-7.28352663186199
Q9NY61_HUMAN	-0.308103162140896	6.79391443030446	1.93784127560623	0.106297065697276	0.181078081533548	-7.28491731834704
Q9NX40_HUMAN	-0.058726429916445	7.36710531460148	1.9302350833926	0.107372969541306	0.182815129292318	-7.29520518864111
Q96QR8_HUMAN	0.118229369329582	7.16523068320313	-1.92765287604127	0.107740749599185	0.183345325848534	-7.29869612894968
O15355_HUMAN	0.039703529710893	8.27602120619265	-1.9235726083091	0.108324520063601	0.184176281357086	-7.30421058365137
Q92882_HUMAN	-0.17652958918087	6.43310193414852	1.9234485449839	0.108342320490807	0.184176281357086	-7.30437822069068
Q8NEW0_HUMAN	0.121228859080082	6.40579945941882	-1.92124694561515	0.108658699727316	0.18461760267149	-7.30735273598774
Q12972_HUMAN	-0.114106054703902	5.68924561481005	1.91998776253973	0.108840073285175	0.184829200168871	-7.30905369604405
Q86XP3_HUMAN	0.052839752486646	9.00683621056659	-1.91890344475156	0.108996506594046	0.184901742015565	-7.31051827356947
P04650_YEAST	0.068418816351077	9.57245673984109	-1.91695650750325	0.109277964800791	0.185282555543364	-7.31314759375221
Q70J99_HUMAN	0.56837955488622	5.51658908231076	-1.91095257045006	0.110150596281741	0.186664793698917	-7.3212526767599
Q9H3Q1_HUMAN	-0.10858494437775	6.0507665120502	1.90723953328781	0.110693811418436	0.187487643089976	-7.32626270355796
O75964_HUMAN	0.041424187415212	10.9599359878979	-1.90062147284884	0.111668803772678	0.189040577755726	-7.3351878165979
O60664_HUMAN	-0.06248576184603	8.67951896264513	1.89894359544521	0.111917379662952	0.189362808878209	-7.33744963648796
O00159_HUMAN	0.042054671746076	8.76875829618307	-1.8946154571431	0.112561191056517	0.190353090647839	-7.34328224853567
Q8TAT6_HUMAN	0.04763230149262	7.32014905816339	-1.89195644055928	0.112958586626616	0.190925843923989	-7.34686423191034
Q5XKP0_HUMAN	-0.254504121313361	6.99326796110515	1.89137495691926	0.113045680449414	0.190973793673503	-7.34764741896523
Q96IR7_HUMAN	0.096337617215138	8.02556113505094	-1.88730505710399	0.113657177889389	0.191907135252489	-7.35312771426231
Q14166_HUMAN	0.066421672510472	8.89287575689747	-1.8853205612603	0.113956563695318	0.192312789380993	-7.35579905458431
Q92499_HUMAN	0.051322183885157	9.52649502621554	-1.88181402359368	0.114487527601356	0.193108630580711	-7.36051781819395
P62633_HUMAN	0.052359967538795	9.46471541693083	-1.87886269184663	0.114936367716641	0.193765198452316	-7.36448803628427
Q9BZE4_HUMAN	0.052707207652937	9.20744385665717	-1.87842537192184	0.115003027312873	0.193777121669152	-7.36507622211539
P32566_YEAST	-0.315572951713105	3.5641752932061	1.87642389436285	0.115308608534233	0.194191400804415	-7.3677678026729
Q9Y314_HUMAN	0.229036252230721	5.68120362491648	-1.87347745481358	0.115759963968541	0.194850622580587	-7.37172907400225
Q9Y2X3_HUMAN	0.039231767349939	9.45500746423718	-1.87127467420587	0.116098570787566	0.19531947863485	-7.37468969589214
O95295_HUMAN	-0.605641311360551	5.40080594037364	1.86987357114423	0.116314467697344	0.195581514452825	-7.37657244946806
Q6P1L8_HUMAN	0.059721774683115	6.10939239482858	-1.86304210396707	0.117372975221491	0.197259387814103	-7.38574803114466
Q9UBV2_HUMAN	-0.165364448190927	7.05441250792657	1.86035189246137	0.117792485151417	0.197862170305996	-7.38935936641033
Q9UBI6_HUMAN	0.051901561946552	7.79076676629483	-1.85827637825006	0.118117176569554	0.198305141045013	-7.39214475960375
P61165_HUMAN	0.0557098232015	8.60646228260608	-1.8567740520754	0.118352763978534	0.198598136459336	-7.39416049700954
Q8TCT9_HUMAN	-0.057557161753369	9.26122801819992	1.85625077911602	0.118434932668595	0.198633522969711	-7.3948625117739
P30086_HUMAN	0.037076472223571	10.7669669501781	-1.85489823678869	0.118647587648734	0.198848393520763	-7.39667686033052
P26447_HUMAN	0.03699557586279	12.670235573089	-1.85465836611904	0.118685341889238	0.198848393520763	-7.39699860109821
Q9H078_HUMAN	0.059673205047138	7.00236692842834	-1.8469052640293	0.11991219894713	0.20069710292129	-7.40739294940225
Q8WYA6_HUMAN	0.076514164375265	8.11538760137752	-1.84243514205989	0.120625371648538	0.201786887140455	-7.4133814829474
P62249_HUMAN	0.046331485472621	12.1752260123397	-1.84149592277209	0.120775760464646	0.201934587676622	-7.41463932015767
Q9H3K2_HUMAN	0.037527078217636	10.2173341757482	-1.83752649811099	0.121413442497378	0.202896461974036	-7.41995371080116
P30405_HUMAN	-0.063553319646997	7.04932357627104	1.83406834715903	0.121971758245854	0.203724785729593	-7.42458145418399
P55010_HUMAN	0.063546764624912	9.49937537252353	-1.83329184025845	0.12209748034259	0.203750379971456	-7.42562031029721
Q8WUY1_HUMAN	0.305854010392881	7.1980967122761	-1.83319980936457	0.122112389472438	0.203750379971456	-7.42574342785429
P09661_HUMAN	0.038086536646803	9.75470410122346	-1.82358189824415	0.123680666138622	0.20626129552964	-7.43860219238182
P14314_HUMAN	0.037378346126889	10.9902215775327	-1.82041897178879	0.124200828022479	0.207022600066172	-7.44282742605
Q96PK6_HUMAN	0.044044881314823	9.24830663344363	-1.81937073947214	0.12437370152357	0.207204547825128	-7.44422733604858
P55735_HUMAN	0.041760862304351	9.13122864149869	-1.81723120627125	0.124727303433795	0.207609307202903	-7.4470840775878
Q93052_HUMAN	-0.174720140513552	6.07949724708995	1.81712829136533	0.124744337722777	0.207609307202903	-7.44722147110425
P05165_HUMAN	-0.150808230402163	6.00399703513865	1.49462173502433	0.25416085006993	0.371976185610896	-7.44998683847647
P30084_HUMAN	-0.03658155839398	9.95250490540076	1.81287922603047	0.125449682449029	0.208676402723397	-7.45289243013479
P0AEL8_ECOLI	0.072918961957264	10.139512868085	-1.81074868155995	0.125804861379463	0.209160229655426	-7.45573472798937
Q86V85_HUMAN	-0.274938487343444	4.32062178361523	1.80867293178779	0.126151877972565	0.209488385471737	-7.45850314598111
P07686_HUMAN	0.034749379494663	9.58248752309746	-1.80859872964178	0.126164300625169	0.209488385471737	-7.45860209474357
A0FGR8_HUMAN	0.044499905240581	8.31378750195322	-1.80840233141527	0.126197186834232	0.209488385471737	-7.45886398753634
Q969N2_HUMAN	-0.046981258059668	7.67708108930728	1.80802787278249	0.126259912522941	0.209488385471737	-7.45936330082357
Q6NXT2_HUMAN	-0.03933299216401	14.7900853499618	1.80464588434812	0.126827851731905	0.21032339308116	-7.46387179024573
P20073_HUMAN	0.081993426480013	8.22598911186692	-1.80240481014604	0.12720560969653	0.210842325552047	-7.46685819804334
Q969V3_HUMAN	0.065219990205029	6.90411124315171	-1.79837059082543	0.127888472011249	0.211866179816904	-7.47223179960901
Q13740_HUMAN	0.04065284986695	8.2731379981947	-1.79561521111742	0.128356981847778	0.212534065666484	-7.47590025754216
Q16775_HUMAN	-0.124224914321961	5.46661986161137	1.79425092888573	0.128589594033559	0.212810870125767	-7.47771611484526
O43818_HUMAN	0.396853627866563	7.85936436382555	-1.79321176719906	0.128767056334839	0.212996168464342	-7.47909900473489
Q9BUP3_HUMAN	0.085086615120233	7.90369373790182	-1.79240700121179	0.128904658583228	0.213115378603284	-7.48016982827582
Q9BX68_HUMAN	0.044867001147546	8.72590252571842	-1.79091805718463	0.129159633338779	0.213428418504933	-7.48215070105274
Q02952_HUMAN	-0.311154520083072	5.38273958717827	1.79010976378384	0.129298261531804	0.21354898247914	-7.48322587036272
Q08746_YEAST	-0.483715681728314	6.11811249089212	1.78749837848086	0.129747153195868	0.214181595021808	-7.48669862066486
Q5JVF3_HUMAN	-0.078692568457996	7.01868320783496	1.78397722660914	0.130354905300582	0.215075673281326	-7.49137917737886
P46013_HUMAN	0.039061078084052	8.19278532606262	-1.77468008955428	0.131973329012744	0.217635530400327	-7.50372613150275
Q9Y3Y2_HUMAN	-0.084195794035665	7.39961188589762	1.77299042516917	0.132269613537465	0.217979196737326	-7.50596826754321
P62937_HUMAN	0.033871338754032	14.1133431590882	-1.77272745475092	0.132315785473395	0.217979196737326	-7.50631717139783
Q9BY32_HUMAN	0.106883602826669	7.08729880484271	-1.76920424646286	0.132935941255353	0.218866700830438	-7.51099038000551
Q9Y3E5_HUMAN	-0.089504600136502	7.45226621541894	1.76890292464789	0.132989114649737	0.218866700830438	-7.51138994158898
Q9HCC0_HUMAN	-0.048398877286306	7.22074904056932	1.76593280267385	0.133514382054828	0.219620015398231	-7.51532744569768
Q96D53_HUMAN	0.082664796757148	6.28437946014715	-1.76317074608689	0.134004712544815	0.220315129017056	-7.51898753668219
O43399_HUMAN	-0.053039404159421	9.7792794560957	1.75620756100454	0.135248836071826	0.222248213696604	-7.5282078534746
O43504_HUMAN	-0.174942620891279	7.87093305439021	1.75447226864945	0.135560673221523	0.222648136018379	-7.53050410924971
Q12768_HUMAN	0.131882569227	6.65124753575319	-1.75365089851999	0.135708525761121	0.222678583079205	-7.5315907863373
Q96JM3_HUMAN	0.035875376319309	13.6233834988782	-1.75360851312955	0.135716159797966	0.222678583079205	-7.53164685867653
Q9Y265_HUMAN	0.036842082862908	10.1151218853506	-1.75077972584358	0.136226621877721	0.223345950375704	-7.53538827201509
P61769_HUMAN	-0.050475918982404	9.78901207208898	1.75059368731605	0.136260260007809	0.223345950375704	-7.53563427256589
